                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                0.27801,                0.27837,                 0.9245,                0.97947,                0.95654,                0.98392,                0.83557,                0.30923,                0.60683,                0.61754,             0.00048732,             0.00048732,             0.00048732
                    113,                 0.2577,                 0.2633,                0.90983,                0.90771,                0.91149,                0.92546,                0.79286,                0.31318,                 1.0108,                0.61576,             0.00048478,             0.00048478,             0.00048478
                    114,                0.26934,                0.26322,                0.90925,                0.89449,                0.92449,                 0.9496,                0.79237,                0.31285,                0.90725,                0.62305,             0.00048224,             0.00048224,             0.00048224
                    115,                0.25353,                0.24867,                  0.909,                0.87692,                0.90298,                0.93672,                0.73957,                0.35236,                 1.1477,                0.65069,              0.0004797,              0.0004797,              0.0004797
                    116,                0.25997,                0.24941,                0.91574,                0.88107,                0.93987,                0.95312,                0.77728,                 0.3529,                0.86591,                0.65844,             0.00047716,             0.00047716,             0.00047716
                    117,                0.26014,                0.25802,                0.91457,                 0.9644,                0.93773,                0.98428,                0.80812,                0.35196,                0.68093,                0.65577,             0.00047463,             0.00047463,             0.00047463
                    118,                0.26078,                0.24505,                0.91739,                0.97268,                0.92542,                0.98171,                0.81763,                0.34331,                0.63371,                0.64277,             0.00047209,             0.00047209,             0.00047209
                    119,                0.26439,                0.25509,                0.91401,                0.94687,                0.96335,                0.98094,                0.81951,                0.30988,                0.64872,                0.64123,             0.00046955,             0.00046955,             0.00046955
                    120,                0.26697,                0.25408,                 0.9128,                0.94287,                0.97409,                0.97966,                0.83032,                 0.3243,                0.65064,                0.64162,             0.00046701,             0.00046701,             0.00046701
                    121,                0.24993,                0.24679,                0.91029,                   0.93,                0.97441,                0.97632,                0.81235,                0.31413,                 0.6007,                0.62901,             0.00046448,             0.00046448,             0.00046448
                    122,                0.26003,                0.25084,                0.91483,                0.93209,                0.97203,                0.98405,                 0.8191,                0.29807,                0.58284,                0.61506,             0.00046194,             0.00046194,             0.00046194
                    123,                0.26687,                0.26002,                0.91414,                0.95453,                 0.9589,                 0.9847,                0.82211,                0.30007,                0.63207,                0.61532,              0.0004594,              0.0004594,              0.0004594
